theta_a,theta_d,x,y
57,123,19.73303436,-71.85194382
57,124,20.84127572,-70.17097657
57,125,21.94710485,-68.45361395
57,126,23.05074414,-66.69837089
57,127,24.15252887,-64.90362323
57,128,25.25292313,-63.0675842
57,129,26.35253931,-61.1882766
57,130,27.45216217,-59.26349956
57,131,28.55277868,-57.29078868
57,132,29.65561531,-55.2673674
57,133,30.76218506,-53.19008743
57,134,31.87434719,-51.05535474
57,135,32.99438409,-48.85903653
57,136,34.1251014,-46.59634277
57,137,35.26996017,-44.26167313
57,138,36.43325432,-41.84841583
57,139,37.62035328,-39.34867832
57,140,38.8380409,-36.75291888
57,141,40.09500084,-34.04943006
57,142,41.40253218,-31.22359271
57,143,42.77564197,-28.25676087
57,144,44.23478522,-25.12452267
57,145,45.80878547,-21.7938428
57,146,47.54007558,-18.21804266
57,147,49.49497315,-14.32716814
57,148,51.78647699,-10.00708191
57,149,54.6352612,-5.044763011
57,150,58.59701795,1.070782173
57,151,66.86450525,11.10202192
57,230,65.07471758,109.427913
57,231,58.02990312,102.5655782
57,232,54.25647654,98.70808596
57,233,51.49199412,95.87802385
57,234,49.24880452,93.62364041
57,235,47.32504222,91.74838576
57,236,45.61523156,90.14456265
57,237,44.05671138,88.74514948
57,238,42.60905859,87.5048797
57,239,41.24465294,86.39137451
57,240,39.94380671,85.38046637
57,241,38.69202656,84.45351322
57,242,37.47837089,83.59575283
58,80,-6.42546121,-137.2240002
58,81,-11.19563526,-132.9003077
58,82,-13.02676529,-130.2730711
58,83,-13.95151923,-128.1864968
58,84,-14.3895866,-126.3929278
58,85,-14.51497331,-124.7865861
58,86,-14.41951333,-123.3101189
58,87,-14.15857262,-121.9280748
58,88,-13.76852886,-120.6166147
58,89,-13.27477994,-119.3587328
58,90,-12.69588221,-118.1417542
58,91,-12.04588256,-116.9559061
58,92,-11.33572209,-115.7934463
58,93,-10.57412585,-114.6481043
58,94,-9.768191018,-113.514706
58,95,-8.923789317,-112.3889145
58,96,-8.045850523,-111.2670447
58,97,-7.138567168,-110.1459275
58,98,-6.205545532,-109.0228082
58,99,-5.249919091,-107.8952691
58,100,-4.274435145,-106.7611695
58,101,-3.281521914,-105.6185985
58,102,-2.273341144,-104.4658364
58,103,-1.251829827,-103.301325
58,104,-0.218733584,-102.1236414
58,105,0.824366387,-100.9314777
58,106,1.876031412,-99.72362305
58,107,2.934947443,-98.49894862
58,108,3.999910363,-97.25639459
58,109,5.069813905,-95.99495882
58,110,6.143639687,-94.71368671
58,111,7.220449035,-93.41166209
58,112,8.299376291,-92.08799891
58,113,9.379623387,-90.74183352
58,114,10.46045554,-89.37231728
58,115,11.54119789,-87.97860955
58,116,12.62123309,-86.55987072
58,117,13.69999959,-85.11525534
58,118,14.77699083,-83.64390505
58,119,15.85175508,-82.14494133
58,120,16.92389611,-80.61745784
58,121,17.99307459,-79.0605123
58,122,19.05901035,-77.47311768
58,123,20.12148555,-75.85423251
58,124,21.18034887,-74.20275023
58,125,22.23552084,-72.51748716
58,126,23.28700055,-70.79716894
58,127,24.33487392,-69.040415
58,128,25.37932395,-67.24572067
58,129,26.4206432,-65.41143635
58,130,27.45924922,-63.53574306
58,131,28.49570351,-61.61662348
58,132,29.53073491,-59.65182739
58,133,30.56526881,-57.63882998
58,134,31.60046354,-55.5747811
58,135,32.63775646,-53.45644284
58,136,33.67892265,-51.28011186
58,137,34.72615053,-49.04152169
58,138,35.78214053,-46.73571797
58,139,36.85023584,-44.3568969
58,140,37.93459818,-41.8981925
58,141,39.04044895,-39.35139101
58,142,40.17440709,-36.7065391
58,143,41.34497455,-33.95139267
58,144,42.56325481,-31.0706179
58,145,43.84405495,-28.04459158
58,146,45.20765021,-24.8475203
58,147,46.68276509,-21.44432972
58,148,48.31196748,-17.78515484
58,149,50.16236108,-13.79465095
58,150,52.34967861,-9.348428117
58,151,55.10435115,-4.209860594
58,152,59.03011381,2.211409524
58,153,69.05412544,14.41747928
58,232,63.68407347,108.3051584
58,233,57.59342241,101.8172624
58,234,54.1539914,97.9663179
58,235,51.61533327,95.10549326
58,236,49.55118524,92.81066234
58,237,47.77978052,90.8918209
58,238,46.20478991,89.24338775
58,239,44.76852177,87.79912341
58,240,43.43357382,86.51405963
58,241,42.17431023,85.35592123
58,242,40.97242306,84.30056208
59,82,-3.024979063,-138.0794288
59,83,-7.146782564,-134.3280036
59,84,-8.900947094,-131.8508728
59,85,-9.815145079,-129.8392899
59,86,-10.2638424,-128.0876324
59,87,-10.40896428,-126.50424
59,88,-10.33781888,-125.0383039
59,89,-10.10375276,-123.6579754
59,90,-9.742144549,-122.3416263
59,91,-9.277866269,-121.0737142
59,92,-8.729188471,-119.8425874
59,93,-8.1100021,-118.6392201
59,94,-7.431165921,-117.4564344
59,95,-6.701365814,-116.2883973
59,96,-5.927685635,-115.1302826
59,97,-5.115999489,-113.9780351
59,98,-4.271249067,-112.8282014
59,99,-3.397644545,-111.6778061
59,100,-2.498813175,-110.5242583
59,101,-1.577911214,-109.3652805
59,102,-0.637709585,-108.198853
59,103,0.319339645,-107.0231702
59,104,1.291051026,-105.8366053
59,105,2.275464245,-104.6376816
59,106,3.270810856,-103.425049
59,107,4.275487386,-102.1974647
59,108,5.288033445,-100.9537761
59,109,6.307113798,-99.69290687
59,110,7.331503625,-98.4138446
59,111,8.360076368,-97.11563005
59,112,9.391793693,-95.79734741
59,113,10.42569723,-94.45811565
59,114,11.46090177,-93.09708047
59,115,12.49658977,-91.71340677
59,116,13.53200692,-90.30627155
59,117,14.56645867,-88.87485695
59,118,15.59930769,-87.41834338
59,119,16.62997207,-85.93590274
59,120,17.65792435,-84.4266913
59,121,18.68269121,-82.88984245
59,122,19.70385399,-81.32445896
59,123,20.72104994,-79.72960473
59,124,21.73397428,-78.1042958
59,125,22.74238318,-76.44749049
59,126,23.74609772,-74.75807839
59,127,24.74500901,-73.03486801
59,128,25.73908459,-71.27657281
59,129,26.72837643,-69.48179506
59,130,27.71303085,-67.64900732
59,131,28.6933006,-65.77653077
59,132,29.66955994,-63.86250974
59,133,30.64232302,-61.90488149
59,134,31.61226691,-59.90134007
59,135,32.58026005,-57.84929263
59,136,33.54739814,-55.74580617
59,137,34.51504945,-53.58754184
59,138,35.48491275,-51.37067318
59,139,36.45909215,-49.09078284
59,140,37.44019502,-46.74273052
59,141,38.43146204,-44.32048153
59,142,39.43694271,-41.81688028
59,143,40.46173684,-39.22334536
59,144,41.51233431,-36.52944963
59,145,42.59710521,-33.72232714
59,146,43.7270291,-30.78580933
59,147,44.91681983,-27.6991207
59,148,46.18673914,-24.43482006
59,149,47.56568684,-20.95536677
59,150,49.09685323,-17.20697319
59,151,50.8490878,-13.10750454
59,152,52.94305684,-8.519241544
59,153,55.62543547,-3.173345624
59,154,59.58045769,3.639738255
59,234,62.29936845,106.8989071
59,235,57.0988305,100.8222497
59,236,54.00613662,97.01899641
59,237,51.70119342,94.15241618
59,238,49.82090508,91.83433589
59,239,48.20489226,89.88467043
59,240,46.76666044,88.20157904
59,241,45.45387478,86.72049624
59,242,44.23238616,85.39728969
60,84,0.418114093,-138.846663
60,85,-3.159007563,-135.555178
60,86,-4.816218711,-133.2254514
60,87,-5.705689293,-131.2903864
60,88,-6.155115259,-129.5826965
60,89,-6.312756476,-128.0242967
60,90,-6.260487683,-126.5708216
60,91,-6.049100839,-125.1940167
60,92,-5.712640814,-123.8744778
60,93,-5.275233109,-122.5981419
60,94,-4.754710367,-121.3543967
60,95,-4.164698848,-120.1349767
60,96,-3.515894816,-118.9332797
60,97,-2.816884316,-117.7439199
60,98,-2.074690967,-116.5624271
60,99,-1.295154255,-115.3850341
60,100,-0.483198124,-114.2085254
60,101,0.356973752,-113.0301238
60,102,1.221733055,-111.8474066
60,103,2.107917357,-110.6582399
60,104,3.012746125,-109.4607282
60,105,3.93375537,-108.2531738
60,106,4.868746199,-107.0340447
60,107,5.815743856,-105.8019482
60,108,6.772964827,-104.5556086
60,109,7.738790191,-103.2938494
60,110,8.711743881,-102.0155777
60,111,9.69047486,-100.7197707
60,112,10.67374243,-99.40546432
60,113,11.6604041,-98.07174291
60,114,12.64940553,-96.71773009
60,115,13.63977225,-95.34258038
60,116,14.63060283,-93.94547154
60,117,15.62106328,-92.52559723
60,118,16.61038257,-91.08216012
60,119,17.59784912,-89.61436503
60,120,18.5828081,-88.12141222
60,121,19.56465956,-86.60249054
60,122,20.54285734,-85.05677039
60,123,21.51690866,-83.48339641
60,124,22.48637447,-81.88147965
60,125,23.45087058,-80.25008913
60,126,24.41006955,-78.58824276
60,127,25.36370347,-76.8948971
60,128,26.31156777,-75.16893616
60,129,27.25352605,-73.40915858
60,130,28.18951631,-71.61426314
60,131,29.11955867,-69.78283209
60,132,30.04376491,-67.91331181
60,133,30.96235039,-66.00399024
60,134,31.87564857,-64.05297028
60,135,32.78412919,-62.05813811
60,136,33.6884207,-60.01712526
60,137,34.58933834,-57.92726272
60,138,35.48791953,-55.78552475
60,139,36.38546864,-53.58845956
60,140,37.28361448,-51.33210271
60,141,38.18438468,-49.01186748
60,142,39.09030348,-46.62240439
60,143,40.00452182,-44.15741808
60,144,40.9309938,-41.60942485
60,145,41.87472032,-38.9694247
60,146,42.8420934,-36.22644812
60,147,43.8413957,-33.36691257
60,148,44.88354797,-30.37367997
60,149,45.98327023,-27.22462384
60,150,47.16096991,-23.89034888
60,151,48.44599309,-20.33034811
60,152,49.88265255,-16.4860304
60,153,51.54257613,-12.26674569
60,154,53.553887,-7.517482096
60,155,56.18771198,-1.925254734
60,156,60.25907622,5.404066516
60,236,60.99355682,105.2760866
60,237,56.5862828,99.60574272
60,238,53.83957451,95.88063955
60,239,51.7702648,93.02908174
60,240,50.07526429,90.70269263
60,241,48.61547697,88.73355092
60,242,47.31439047,87.0247749
61,86,3.899699556,-139.5236763
61,87,0.780903486,-136.6032971
61,88,-0.768489269,-134.4128568
61,89,-1.622903906,-132.5529291
61,90,-2.065191223,-130.8894625
61,91,-2.229374414,-129.3568657
61,92,-2.191370216,-127.9168795
61,93,-1.999054214,-126.5447156
61,94,-1.684891895,-125.2231394
61,95,-1.272091628,-123.9395436
61,96,-0.777926257,-122.6843441
61,97,-0.215667839,-121.4500317
61,98,0.404217234,-120.2305784
61,99,1.07329458,-119.0210464
61,100,1.784641451,-117.8173222
61,101,2.532485386,-116.6159287
61,102,3.311946427,-115.4138893
61,103,4.118848926,-114.2086272
61,104,4.949581378,-112.997889
61,105,5.800990196,-111.7796861
61,106,6.670297961,-110.5522482
61,107,7.555039659,-109.313987
61,108,8.453012345,-108.0634665
61,109,9.362234998,-106.7993785
61,110,10.28091619,-105.5205227
61,111,11.20742787,-104.2257897
61,112,12.14028387,-102.9141468
61,113,13.07812238,-101.5846252
61,114,14.01969128,-100.2363096
61,115,14.9638362,-98.86832816
61,116,15.90949046,-97.47984418
61,117,16.85566685,-96.07004782
61,118,17.80145075,-94.63814886
61,119,18.74599456,-93.18336963
61,120,19.68851314,-91.70493824
61,121,20.62828028,-90.20208188
61,122,21.56462589,-88.6740202
61,123,22.49693412,-87.11995845
61,124,23.4246421,-85.53908048
61,125,24.34723947,-83.9305413
61,126,25.26426859,-82.29345921
61,127,26.17532557,-80.6269072
61,128,27.08006196,-78.92990356
61,129,27.97818743,-77.20140151
61,130,28.86947334,-75.44027749
61,131,29.7537574,-73.64531801
61,132,30.63094969,-71.81520453
61,133,31.5010401,-69.94849619
61,134,32.36410766,-68.04360955
61,135,33.22033209,-66.09879503
61,136,34.0700081,-64.11210899
61,137,34.91356313,-62.08138052
61,138,35.7515795,-60.00417143
61,139,36.5848221,-57.87772782
61,140,37.41427338,-55.69892067
61,141,38.24117784,-53.46417232
61,142,39.06709925,-51.16936436
61,143,39.89399506,-48.80972073
61,144,40.72431431,-46.37965743
61,145,41.56112881,-43.87258605
61,146,42.40831139,-41.28065235
61,147,43.27078352,-38.5943815
61,148,44.15486703,-35.80218514
61,149,45.06879735,-32.88965755
61,150,46.02349717,-29.83853791
61,151,47.03378819,-26.62511994
61,152,48.12038168,-23.21769594
61,153,49.31334953,-19.57219619
61,154,50.65866625,-15.62414866
61,155,52.23191358,-11.2722031
61,156,54.17176148,-6.338769862
61,157,56.7850378,-0.44932093
61,158,61.10693125,7.594721941
61,238,59.80262157,103.4799726
61,239,56.08826568,98.19244556
61,240,53.67713799,94.56641255
61,241,51.84056541,91.74642134
61,242,50.32942681,89.42430154
62,88,7.415525476,-140.1085258
62,89,4.683823233,-137.4890752
62,90,3.246293147,-135.4267133
62,91,2.433893708,-133.6384604
62,92,2.004705694,-132.0180777
62,93,1.8387531,-130.5110993
62,94,1.866282223,-129.0848843
62,95,2.042542085,-127.717899
62,96,2.336810313,-126.394975
62,97,2.72691892,-125.104905
62,98,3.196247621,-123.8391018
62,99,3.731949227,-122.5907939
62,100,4.323841887,-121.3545158
62,101,4.963685843,-120.1257705
62,102,5.644693493,-118.900797
62,103,6.361187126,-117.676405
62,104,7.108353484,-116.4498553
62,105,7.882063772,-115.2187703
62,106,8.678739072,-113.9810652
62,107,9.495247981,-112.7348961
62,108,10.32882759,-111.478618
62,109,11.17702164,-110.2107519
62,110,12.03763167,-108.9299575
62,111,12.90867778,-107.6350115
62,112,13.78836719,-106.3247887
62,113,14.67506844,-104.9982471
62,114,15.56729046,-103.654414
62,115,16.46366518,-102.2923748
62,116,17.36293324,-100.9112627
62,117,18.2639321,-99.51024974
62,118,19.16558611,-98.08853856
62,119,20.06689839,-96.64535479
62,120,20.96694395,-95.17993994
62,121,21.86486413,-93.69154464
62,122,22.7598621,-92.17942199
62,123,23.65119919,-90.64282102
62,124,24.53819211,-89.0809801
62,125,25.42021098,-87.49312014
62,126,26.29667799,-85.87843753
62,127,27.16706689,-84.23609667
62,128,28.03090301,-82.56522192
62,129,28.88776422,-80.86488882
62,130,29.73728251,-79.13411454
62,131,30.57914645,-77.37184706
62,132,31.41310465,-75.57695318
62,133,32.23897022,-73.74820482
62,134,33.05662657,-71.8842633
62,135,33.86603462,-69.98366129
62,136,34.66724194,-68.04478164
62,137,35.46039395,-66.06583268
62,138,36.24574802,-64.04481885
62,139,37.02369086,-61.97950565
62,140,37.7947604,-59.86737746
62,141,38.55967318,-57.70558616
62,142,39.31935909,-55.49088811
62,143,40.07500571,-53.21956582
62,144,40.82811548,-50.88732958
62,145,41.58058037,-48.48919227
62,146,42.33478062,-46.01930773
62,147,43.09371739,-43.47075874
62,148,43.86119411,-40.83527365
62,149,44.64206973,-38.10284002
62,150,45.44262052,-35.26116456
62,151,46.27107188,-32.29489722
62,152,47.13840649,-29.18447819
62,153,48.05964243,-25.90435444
62,154,49.05595775,-22.42008057
62,155,50.15845063,-18.68330057
62,156,51.41536556,-14.62231645
62,157,52.90764584,-10.12223973
62,158,54.78851612,-4.975611199
62,159,57.41711428,1.280408229
62,160,62.23937856,10.4080091
62,240,58.74365158,101.5403471
62,241,55.62990175,96.60522698
62,242,53.53777243,93.0913485
63,89,17.64039246,-144.5863779
63,90,10.96134586,-140.5994448
63,91,8.558128913,-138.225302
63,92,7.231735666,-136.2784157
63,93,6.465507722,-134.5570063
63,94,6.053673649,-132.9775459
63,95,5.889601245,-131.4952329
63,96,5.909657952,-130.0824771
63,97,6.072298162,-128.7207369
63,98,6.348635162,-127.3967727
63,99,6.717622104,-126.1006998
63,100,7.163357248,-124.824881
63,101,7.673471283,-123.5632525
63,102,8.238109491,-122.3108926
63,103,8.849261175,-121.0637316
63,104,9.50030197,-119.8183516
63,105,10.18567205,-118.571843
63,106,10.90064408,-117.3216994
63,107,11.64115228,-116.0657383
63,108,12.40366398,-114.8020417
63,109,13.18508163,-113.5289082
63,110,13.98266686,-112.2448167
63,111,14.79398091,-110.948396
63,112,15.61683731,-109.638401
63,113,16.44926403,-108.3136922
63,114,17.28947274,-106.9732192
63,115,18.13583386,-105.6160065
63,116,18.98685601,-104.2411412
63,117,19.84116908,-102.8477622
63,118,20.69751021,-101.4350508
63,119,21.55471207,-100.0022225
63,120,22.41169314,-98.54851877
63,121,23.26744964,-97.07320018
63,122,24.12104879,-95.57553945
63,123,24.97162324,-94.05481486
63,124,25.81836656,-92.51030385
63,125,26.66052962,-90.94127655
63,126,27.49741775,-89.34698922
63,127,28.32838873,-87.72667749
63,128,29.15285138,-86.07954927
63,129,29.97026496,-84.40477713
63,130,30.78013914,-82.70149015
63,131,31.5820348,-80.96876494
63,132,32.37556551,-79.20561575
63,133,33.16039986,-77.41098339
63,134,33.9362647,-75.5837227
63,135,34.70294952,-73.72258837
63,136,35.46031196,-71.82621853
63,137,36.20828488,-69.89311582
63,138,36.94688523,-67.92162524
63,139,37.67622504,-65.90990814
63,140,38.3965252,-63.85591121
63,141,39.10813267,-61.75732949
63,142,39.81154205,-59.6115616
63,143,40.50742279,-57.4156552
63,144,41.19665374,-55.16623975
63,145,41.88036746,-52.85944281
63,146,42.56000759,-50.49078454
63,147,43.23740405,-48.05504296
63,148,43.91487299,-45.54607932
63,149,44.59535165,-42.95660805
63,150,45.28258389,-40.27788782
63,151,45.98138069,-37.4992979
63,152,46.69799503,-34.60774245
63,153,47.4406773,-31.58678805
63,154,48.22052711,-28.41537096
63,155,49.05285569,-25.0657762
63,156,49.95948156,-21.50030885
63,157,50.97286442,-17.66543444
63,158,52.14423365,-13.48051639
63,159,53.56165683,-8.813346882
63,160,55.39839435,-3.416168136
63,161,58.09239303,3.306085525
63,162,64.0849928,14.47117409
63,241,63.15618954,107.8047841
63,242,57.82382201,99.47896214
64,91,19.2031977,-144.0592995
64,92,14.53296414,-140.9948671
64,93,12.40991488,-138.8216887
64,94,11.19079019,-136.9774066
64,95,10.47265228,-135.3172119
64,96,10.08095441,-133.7758131
64,97,9.921399226,-132.3166473
64,98,9.936256472,-130.916584
64,99,10.08716683,-129.559785
64,100,10.34711289,-128.2347831
64,101,10.69621324,-126.9329242
64,102,11.11932701,-125.6474636
64,103,11.60459986,-124.3730083
64,104,12.14253573,-123.1051543
64,105,12.72537949,-121.8402421
64,106,13.34669228,-120.5751841
64,107,14.00105093,-119.3073421
64,108,14.68382995,-118.0344352
64,109,15.3910401,-116.7544715
64,110,16.1192066,-115.4656949
64,111,16.86527578,-114.1665439
64,112,17.62654253,-112.8556183
64,113,18.40059317,-111.5316531
64,114,19.18525997,-110.1934962
64,115,19.97858459,-108.840091
64,116,20.77878846,-107.4704603
64,117,21.58424849,-106.0836943
64,118,22.39347722,-104.6789388
64,119,23.20510624,-103.2553852
64,120,24.01787254,-101.8122625
64,121,24.8306071,-100.3488285
64,122,25.6422253,-98.86436286
64,123,26.45171902,-97.35816039
64,124,27.25814994,-95.82952418
64,125,28.06064413,-94.27775938
64,126,28.8583875,-92.70216688
64,127,29.65062221,-91.10203698
64,128,30.43664383,-89.47664284
64,129,31.21579924,-87.82523375
64,130,31.98748526,-86.14702789
64,131,32.75114787,-84.44120471
64,132,33.50628221,-82.7068965
64,133,34.25243318,-80.94317926
64,134,34.98919684,-79.14906243
64,135,35.71622261,-77.32347748
64,136,36.43321637,-75.46526487
64,137,37.1399446,-73.57315921
64,138,37.83623978,-71.64577216
64,139,38.52200725,-69.68157256
64,140,39.19723377,-67.6788631
64,141,39.86199838,-65.63575289
64,142,40.51648593,-63.55012468
64,143,41.16100398,-61.41959564
64,144,41.79600425,-59.24146972
64,145,42.42210957,-57.0126795
64,146,43.04014842,-54.72971427
64,147,43.65119929,-52.38853017
64,148,44.2566484,-49.98443664
64,149,44.85826574,-47.51195067
64,150,45.45830657,-44.96460728
64,151,46.05964928,-42.33470848
64,152,46.66598602,-39.61298454
64,153,47.28209234,-36.78812651
64,154,47.91421822,-33.84612418
64,155,48.57067255,-30.76929976
64,156,49.26272915,-27.53484499
64,157,50.00609417,-24.11250646
64,158,50.82341775,-20.46071543
64,159,51.74890815,-16.51964117
64,160,52.83765121,-12.19748375
64,161,54.18713927,-7.339541503
64,162,55.99856629,-1.642222856
64,163,58.8350683,5.700101822
65,93,21.80270722,-143.8773844
65,94,18.1262473,-141.2934301
65,95,16.24334092,-139.2856073
65,96,15.12567683,-137.5314782
65,97,14.45582084,-135.9265029
65,98,14.08580708,-134.4198709
65,99,13.9325171,-132.9819447
65,100,13.94378784,-131.5934755
65,101,14.0843534,-130.2410347
65,102,14.32905287,-128.9147624
65,103,14.65918436,-127.6071353
65,104,15.06039012,-126.3122377
65,105,15.52135399,-125.0253046
65,106,16.0329602,-123.7424209
65,107,16.58772855,-122.4603156
65,108,17.17942261,-121.1762166
65,109,17.80277062,-119.8877455
65,110,18.4532617,-118.5928385
65,111,19.1269943,-117.2896872
65,112,19.82056118,-115.9766925
65,113,20.53096105,-114.6524283
65,114,21.25552948,-113.3156122
65,115,21.99188444,-111.9650823
65,116,22.73788272,-110.5997775
65,117,23.49158489,-109.2187216
65,118,24.25122669,-107.8210095
65,119,25.01519571,-106.4057953
65,120,25.78201206,-104.9722821
65,121,26.55031239,-103.519713
65,122,27.31883661,-102.0473631
65,123,28.0864167,-100.5545318
65,124,28.85196742,-99.04053593
65,125,29.61447856,-97.50470343
65,126,30.37300836,-95.94636681
65,127,31.12667814,-94.3648571
65,128,31.87466786,-92.75949763
65,129,32.6162125,-91.12959778
65,130,33.35059924,-89.47444647
65,131,34.07716537,-87.79330538
65,132,34.7952968,-86.08540164
65,133,35.50442729,-84.34992009
65,134,36.20403829,-82.58599463
65,135,36.89365954,-80.7926988
65,136,37.57287026,-78.96903522
65,137,38.24130126,-77.11392369
65,138,38.89863791,-75.22618762
65,139,39.54462407,-73.30453857
65,140,40.1790673,-71.34755821
65,141,40.80184555,-69.35367752
65,142,41.4129155,-67.32115213
65,143,42.01232317,-65.2480333
65,144,42.60021721,-63.13213321
65,145,43.17686565,-60.97098315
65,146,43.74267706,-58.76178279
65,147,44.29822744,-56.50133789
65,148,44.84429471,-54.18598311
65,149,45.38190325,-51.81148525
65,150,45.91238213,-49.37292033
65,151,46.43744222,-46.86451546
65,152,46.95927966,-44.27944196
65,153,47.48071732,-41.60954012
65,154,48.0054017,-38.84494547
65,155,48.53808358,-35.97356959
65,156,49.08502847,-32.98035907
65,157,49.65463654,-29.8462037
65,158,50.25841469,-26.54626535
65,159,50.91257398,-23.04729746
65,160,51.64081278,-19.30308575
65,161,52.47954893,-15.24607951
65,162,53.48882387,-10.77036341
65,163,54.77867966,-5.691446951
65,164,56.59028495,0.374390011
65,165,59.70425936,8.601125299
66,95,24.76279684,-143.7597229
66,96,21.73712973,-141.4939707
66,97,20.06099538,-139.6226862
66,98,19.03789044,-137.9470618
66,99,18.41521584,-136.3912538
66,100,18.06742401,-134.9158686
66,101,17.92138355,-133.4970303
66,102,17.93009597,-132.118831
66,103,18.06124491,-130.7699661
66,104,18.29147804,-129.4420178
66,105,18.60326329,-128.1284912
66,106,18.98303159,-126.8242329
66,107,19.42001639,-125.5250606
66,108,19.90549537,-124.2275161
66,109,20.43227624,-122.9286942
66,110,20.99433723,-121.6261211
66,111,21.58656902,-120.3176651
66,112,22.20458534,-119.0014696
66,113,22.84458113,-117.6759023
66,114,23.50322462,-116.3395145
66,115,24.17757386,-114.9910107
66,116,24.86501138,-113.6292221
66,117,25.56319233,-112.2530866
66,118,26.27000304,-110.8616313
66,119,26.98352739,-109.4539583
66,120,27.70201949,-108.0292318
66,121,28.42388117,-106.5866683
66,122,29.1476434,-105.1255269
66,123,29.87195084,-103.6451005
66,124,30.59554895,-102.1447092
66,125,31.31727315,-100.6236925
66,126,32.03603979,-99.08140346
66,127,32.75083854,-97.5172018
66,128,33.46072599,-95.93044837
66,129,34.16482037,-94.32049889
66,130,34.86229714,-92.68669797
66,131,35.55238544,-91.02837282
66,132,36.23436527,-89.34482686
66,133,36.90756534,-87.63533278
66,134,37.57136159,-85.89912521
66,135,38.22517635,-84.13539275
66,136,38.86847808,-82.34326914
66,137,39.50078189,-80.52182352
66,138,40.12165062,-78.6700495
66,139,40.73069679,-76.78685272
66,140,41.32758541,-74.87103677
66,141,41.9120378,-72.92128686
66,142,42.48383656,-70.93615101
66,143,43.04283203,-68.91401797
66,144,43.58895046,-66.85309123
66,145,44.12220438,-64.75135822
66,146,44.64270563,-62.60655335
66,147,45.15068194,-60.4161135
66,148,45.64649786,-58.1771236
66,149,46.13068157,-55.88624986
66,150,46.60395938,-53.53965657
66,151,47.06730055,-51.13290143
66,152,47.52197612,-48.66080216
66,153,47.96963731,-46.11726387
66,154,48.41242141,-43.49505238
66,155,48.85309743,-40.78549065
66,156,49.29527044,-37.9780441
66,157,49.74367519,-35.05974013
66,158,50.20460988,-32.01433239
66,159,50.68659833,-28.82105682
66,160,51.20144257,-25.45270372
66,161,51.76598044,-21.87247779
66,162,52.4052107,-18.02855197
66,163,53.15832583,-13.84381028
66,164,54.09175518,-9.194212843
66,165,55.33251497,-3.854837279
66,166,57.18137337,2.678560987
66,167,60.86452322,12.33990804
67,96,34.107048,-146.567167
67,97,27.91560629,-143.6319703
67,98,25.36161371,-141.5955196
67,99,23.86422085,-139.8372699
67,100,22.92825334,-138.2294872
67,101,22.3507206,-136.7169488
67,102,22.02487929,-135.2692246
67,103,21.88642884,-133.8671956
67,104,21.89310197,-132.4978044
67,105,22.0153557,-131.1516022
67,106,22.23157342,-129.8214535
67,107,22.52536485,-128.5017908
67,108,22.88394193,-127.188156
67,109,23.29708948,-125.876903
67,110,23.75648451,-124.5649974
67,111,24.25523027,-123.2498758
67,112,24.78752763,-121.9293443
67,113,25.34843758,-120.6015044
67,114,25.9337058,-119.2646959
67,115,26.53963058,-117.9174535
67,116,27.16296182,-116.5584727
67,117,27.8008226,-115.1865826
67,118,28.45064749,-113.8007238
67,119,29.11013351,-112.39993
67,120,29.77720065,-110.9833133
67,121,30.44995996,-109.5500509
67,122,31.1266873,-108.0993747
67,123,31.80580189,-106.6305611
67,124,32.48584837,-105.142923
67,125,33.16548196,-103.635802
67,126,33.84345599,-102.1085613
67,127,34.51861145,-100.5605792
67,128,35.18986819,-98.99124338
67,129,35.85621748,-97.39994422
67,130,36.51671583,-95.78606955
67,131,37.17047977,-94.14899851
67,132,37.81668153,-92.48809562
67,133,38.45454553,-90.80270464
67,134,39.08334555,-89.09214202
67,135,39.70240258,-87.35569
67,136,40.31108331,-85.59258913
67,137,40.90879922,-83.80203002
67,138,41.49500626,-81.98314439
67,139,42.06920522,-80.13499488
67,140,42.63094275,-78.25656372
67,141,43.17981315,-76.34673979
67,142,43.715461,-74.40430384
67,143,44.23758483,-72.42791133
67,144,44.74594186,-70.41607263
67,145,45.24035427,-68.36712964
67,146,45.72071715,-66.27922828
67,147,46.18700858,-64.15028569
67,148,46.63930249,-61.97795086
67,149,47.07778492,-59.75955691
67,150,47.50277486,-57.4920628
67,151,47.91475093,-55.17198132
67,152,48.31438589,-52.79528911
67,153,48.7025918,-50.35731313
67,154,49.08057959,-47.85258511
67,155,49.44993896,-45.27465249
67,156,49.81274702,-42.61582857
67,157,50.1717188,-39.86685608
67,158,50.53042023,-37.01644415
67,159,50.89357695,-34.05061496
67,160,51.26753545,-30.95175402
67,161,51.66097594,-27.69718032
67,162,52.0860622,-24.25689942
67,163,52.56039713,-20.58988027
67,164,53.11058081,-16.63745281
67,165,53.77929255,-12.31049834
67,166,54.64127847,-7.461262438
67,167,55.84708779,-1.808214651
67,168,57.79195683,5.346331659
67,169,63.17743136,18.43751899
68,98,35.52683761,-145.8032531
68,99,31.18857576,-143.4610121
68,100,28.99576875,-141.5972934
68,101,27.65338629,-139.9327664
68,102,26.79698972,-138.3832059
68,103,26.26189925,-136.9083304
68,104,25.95710127,-135.4847326
68,105,25.82604743,-134.097199
68,106,25.83076375,-132.7350885
68,107,25.94428686,-131.3905619
68,108,26.14664636,-130.0576159
68,109,26.42255244,-128.7315134
