theta_a,theta_d,x,y
68,110,26.75998021,-127.4084257
68,111,27.14925977,-126.0851973
68,112,27.58246747,-124.7591842
68,113,28.05300506,-123.42814
68,114,28.55530052,-122.0901325
68,115,29.08459016,-120.7434816
68,116,29.63675672,-119.3867123
68,117,30.20820686,-118.0185175
68,118,30.79577688,-116.6377294
68,119,31.39665933,-115.2432961
68,120,32.00834492,-113.8342621
68,121,32.6285763,-112.4097532
68,122,33.25531062,-110.9689626
68,123,33.88668923,-109.5111401
68,124,34.52101267,-108.0355822
68,125,35.15672017,-106.5416231
68,126,35.79237245,-105.0286275
68,127,36.42663749,-103.4959835
68,128,37.05827852,-101.9430959
68,129,37.68614388,-100.3693802
68,130,38.30915853,-98.77425709
68,131,38.92631687,-97.15714625
68,132,39.53667665,-95.51746102
68,133,40.13935388,-93.85460253
68,134,40.7335186,-92.16795382
68,135,41.31839141,-90.4568737
68,136,41.89324065,-88.72069018
68,137,42.45738024,-86.95869344
68,138,43.01016815,-85.17012821
68,139,43.55100535,-83.35418533
68,140,44.07933555,-81.50999245
68,141,44.59464531,-79.63660348
68,142,45.09646506,-77.73298684
68,143,45.58437067,-75.79801182
68,144,46.05798593,-73.83043314
68,145,46.51698602,-71.82887288
68,146,46.96110206,-69.79179952
68,147,47.39012715,-67.71750316
68,148,47.80392402,-65.60406635
68,149,48.20243491,-63.44932903
68,150,48.58569413,-61.25084644
68,151,48.95384413,-59.00583797
68,152,49.30715605,-56.7111243
68,153,49.64605637,-54.36304964
68,154,49.97116141,-51.95738411
68,155,50.28332288,-49.48919994
68,156,50.58368826,-46.9527122
68,157,50.87378235,-44.34107063
68,158,51.15561901,-41.64608307
68,159,51.43185726,-38.85784034
68,160,51.70602407,-35.96419624
68,161,51.98284085,-32.9500269
68,162,52.2687167,-29.7961431
68,163,52.57252148,-26.47763162
68,164,52.90685378,-22.96120837
68,165,53.29024193,-19.20074636
68,166,53.75125526,-15.12914271
68,167,54.33698235,-10.64198735
68,168,55.13317713,-5.559775898
68,169,56.32418713,0.481494611
68,170,58.46984248,8.521317154
69,100,37.9368563,-145.2524927
69,101,34.54219188,-143.2287567
69,102,32.63573101,-141.4986873
69,103,31.42810626,-139.9119067
69,104,30.64380682,-138.4119771
69,105,30.14801395,-136.9695307
69,106,29.8628624,-135.5666584
69,107,29.73857578,-134.1913414
69,108,29.74104858,-132.834976
69,109,29.84569672,-131.4911112
69,110,30.03409661,-130.1547372
69,111,30.29200838,-128.8218562
69,112,30.60814489,-127.4892063
69,113,30.97336943,-126.1540778
69,114,31.38015289,-124.8141847
69,115,31.82219477,-123.4675731
69,116,32.29415152,-122.1125535
69,117,32.7914374,-120.7476501
69,118,33.31007539,-119.3715613
69,119,33.84658389,-117.9831292
69,120,34.39788905,-116.581315
69,121,34.96125618,-115.1651794
69,122,35.53423537,-113.7338661
69,123,36.11461785,-112.2865882
69,124,36.70040075,-110.8226167
69,125,37.2897583,-109.3412704
69,126,37.88101813,-107.8419076
69,127,38.47264167,-106.323918
69,128,39.06320776,-104.7867159
69,129,39.651399,-103.2297337
69,130,40.23599017,-101.652416
69,131,40.81583851,-100.0542139
69,132,41.38987551,-98.4345794
69,133,41.95709989,-96.79295984
69,134,42.51657174,-95.12879258
69,135,43.06740754,-93.44149924
69,136,43.60877597,-91.73047986
69,137,44.13989452,-89.99510673
69,138,44.66002666,-88.23471782
69,139,45.16847969,-86.44860955
69,140,45.66460313,-84.63602904
69,141,46.14778769,-82.7961654
69,142,46.61746478,-80.92814009
69,143,47.07310667,-79.03099597
69,144,47.51422725,-77.10368496
69,145,47.94038348,-75.14505387
69,146,48.35117774,-73.15382798
69,147,48.74626099,-71.12859212
69,148,49.12533719,-69.06776836
69,149,49.48816898,-66.96958978
69,150,49.83458517,-64.83206927
69,151,50.16449025,-62.65296215
69,152,50.47787669,-60.429721
69,153,50.77484068,-58.15944056
69,154,51.05560256,-55.83878991
69,155,51.32053317,-53.46392809
69,156,51.57018854,-51.03039784
69,157,51.80535564,-48.53299018
69,158,52.02711373,-45.96556925
69,159,52.23691771,-43.32084217
69,160,52.43671327,-40.59005122
69,161,52.62909917,-37.7625534
69,162,52.81756128,-34.82523251
69,163,53.00681938,-31.76165383
69,164,53.2033579,-28.55080784
69,165,53.41627074,-25.16516789
69,166,53.65867288,-21.56753643
69,167,53.95020791,-17.70559869
69,168,54.32187498,-13.50172791
69,169,54.82640169,-8.831677498
69,170,55.56445608,-3.472215346
69,171,56.7713874,3.067288898
69,172,59.34540941,12.53781998
70,101,47.58865975,-147.1812154
70,102,40.73525959,-144.7385872
70,103,37.95171816,-142.9241463
70,104,36.27770299,-141.2992688
70,105,35.18741434,-139.7769363
70,106,34.4679743,-138.3190206
70,107,34.0080521,-136.9041853
70,108,33.74078079,-135.5188278
70,109,33.62228134,-134.1535355
70,110,33.62191584,-132.8014159
70,111,33.71728051,-131.4572097
70,112,33.89139443,-130.1167755
70,113,34.13101142,-128.7767698
70,114,34.42555131,-127.4344387
70,115,34.76639397,-126.0874758
70,116,35.14639627,-124.7339215
70,117,35.55955161,-123.3720908
70,118,36.00074391,-122.0005185
70,119,36.46556587,-120.6179186
70,120,36.95018224,-119.2231514
70,121,37.45122514,-117.8151988
70,122,37.96571286,-116.3931436
70,123,38.49098584,-114.9561528
70,124,39.02465587,-113.5034637
70,125,39.56456508,-112.0343723
70,126,40.10875275,-110.5482236
70,127,40.65542807,-109.0444021
70,128,41.2029477,-107.5223251
70,129,41.74979708,-105.9814348
70,130,42.29457482,-104.421193
70,131,42.83597967,-102.8410743
70,132,43.37279935,-101.2405612
70,133,43.90390129,-99.61913831
70,134,44.4282246,-97.97628743
70,135,44.94477337,-96.3114819
70,136,45.45261091,-94.62418144
70,137,45.9508549,-92.91382657
70,138,46.43867331,-91.17983272
70,139,46.91528102,-89.42158405
70,140,47.37993702,-87.63842674
70,141,47.83194222,-85.82966173
70,142,48.27063782,-83.9945366
70,143,48.69540419,-82.13223671
70,144,49.1056603,-80.24187505
70,145,49.50086374,-78.32248098
70,146,49.88051131,-76.37298719
70,147,50.24414037,-74.39221481
70,148,50.59133089,-72.37885617
70,149,50.92170846,-70.33145471
70,150,51.23494842,-68.24838131
70,151,51.53078126,-66.12780637
70,152,51.80899976,-63.96766647
70,153,52.06946824,-61.76562432
70,154,52.31213447,-59.51902014
70,155,52.53704514,-57.22481223
70,156,52.74436589,-54.8795035
70,157,52.93440757,-52.47904961
70,158,53.10766087,-50.01874294
70,159,53.26484236,-47.49306379
70,160,53.40695677,-44.89548704
70,161,53.53538223,-42.21822649
70,162,53.65198914,-39.45189046
70,163,53.75930931,-36.58500786
70,164,53.86078264,-33.60335918
70,165,53.96112716,-30.48900434
70,166,54.06691358,-27.21881942
70,167,54.18749567,-23.76219882
70,168,54.33659738,-20.07725172
70,169,54.53520705,-16.10406882
70,170,54.81734421,-11.75169435
70,171,55.24306692,-6.869584965
70,172,55.93390054,-1.172115592
70,173,57.20782021,6.040419383
70,174,61.03683053,18.7768931
71,103,48.27111027,-146.1604928
71,104,43.74658246,-144.2054142
71,105,41.40008898,-142.5399452
71,106,39.91795379,-140.99877
71,107,38.92989904,-139.5297588
71,108,38.26839761,-138.1071403
71,109,37.8407581,-136.7155304
71,110,37.58932953,-135.3447029
71,111,37.47535967,-133.9873674
71,112,37.4713074,-132.6380648
71,113,37.55675699,-131.2925554
71,114,37.71606525,-129.9474528
71,115,37.93692028,-128.5999912
71,116,38.20941465,-127.2478698
71,117,38.52542493,-125.8891455
71,118,38.8781826,-124.5221553
71,119,39.26196872,-123.1454602
71,120,39.67189157,-121.7578017
71,121,40.10372119,-120.3580691
71,122,40.55376416,-118.9452737
71,123,41.01876719,-117.5185278
71,124,41.4958419,-116.0770282
71,125,41.98240543,-114.6200417
71,126,42.47613285,-113.1468941
71,127,42.97491888,-111.65696
71,128,43.47684659,-110.1496538
71,129,43.98016175,-108.6244228
71,130,44.48325152,-107.0807399
71,131,44.98462679,-105.5180976
71,132,45.4829073,-103.9360023
71,133,45.97680915,-102.333969
71,134,46.46513415,-100.7115157
71,135,46.94676089,-99.06815909
71,136,47.42063703,-97.4034086
71,137,47.88577281,-95.71676194
71,138,48.34123542,-94.00769955
71,139,48.78614431,-92.27567914
71,140,49.21966718,-90.52012988
71,141,49.64101661,-88.74044608
71,142,50.04944728,-86.93598041
71,143,50.44425377,-85.1060364
71,144,50.82476887,-83.24986016
71,145,51.19036235,-81.3666311
71,146,51.54044032,-79.45545147
71,147,51.87444508,-77.51533449
71,148,52.19185558,-75.5451907
71,149,52.49218855,-73.54381229
71,150,52.77500032,-71.50985485
71,151,53.03988958,-69.44181604
71,152,53.28650121,-67.33801047
71,153,53.51453138,-65.19653985
71,154,53.72373431,-63.01525729
71,155,53.91393116,-60.79172424
71,156,54.08502152,-58.52315813
71,157,54.23699847,-56.20636797
71,158,54.36996827,-53.83767453
71,159,54.48417636,-51.4128101
71,160,54.58004178,-48.92679119
71,161,54.65820358,-46.37375454
71,162,54.71958386,-43.74674268
71,163,54.76547502,-41.0374186
71,164,54.79766255,-38.23567845
71,165,54.81860171,-35.32911398
71,166,54.83167829,-32.30224627
71,167,54.84160513,-29.13539892
71,168,54.85504796,-25.80297821
71,169,54.88165793,-22.27072527
71,170,54.93587488,-18.49106846
71,171,55.04031494,-14.3946612
71,172,55.23279503,-9.873369767
71,173,55.58311442,-4.740862212
71,174,56.24324093,1.381647966
71,175,57.68050363,9.578974089
72,105,50.36292304,-145.3396184
72,106,46.89058661,-143.6260239
72,107,44.87464307,-142.0712181
72,108,43.55281986,-140.5970817
72,109,42.65381027,-139.1720407
72,110,42.04368352,-137.7788232
72,111,41.6446668,-136.4064845
72,112,41.40685082,-135.0474486
72,113,41.29593736,-133.6961523
72,114,41.28714391,-132.3483337
72,115,41.3618608,-131.0006232
72,116,41.5056795,-129.6502893
72,117,41.70716206,-128.2950738
72,118,41.95703747,-126.9330791
72,119,42.24765695,-125.5626881
72,120,42.57261313,-124.1825065
72,121,42.92646668,-122.7913195
72,122,43.30454553,-121.3880582
72,123,43.7027946,-119.9717739
72,124,44.11766118,-118.5416176
72,125,44.54600638,-117.0968232
72,126,44.9850356,-115.6366937
72,127,45.43224339,-114.1605899
72,128,45.88536914,-112.6679206
72,129,46.34236124,-111.1581341
72,130,46.80134772,-109.6307108
72,131,47.26061205,-108.085157
72,132,47.71857309,-106.5209983
72,133,48.17376826,-104.9377746
72,134,48.62483942,-103.3350348
72,135,49.07052098,-101.7123316
72,136,49.50962972,-100.069217
72,137,49.94105615,-98.4052371
72,138,50.36375717,-96.71992768
72,139,50.77674972,-95.01280884
72,140,51.17910537,-93.28338003
72,141,51.5699457,-91.53111445
72,142,51.94843837,-89.75545325
72,143,52.31379377,-87.95579913
72,144,52.66526229,-86.13150939
72,145,53.00213203,-84.28188826
72,146,53.32372704,-82.40617829
72,147,53.62940604,-80.50355074
72,148,53.91856164,-78.57309464
72,149,54.19062003,-76.61380436
72,150,54.44504124,-74.62456524
72,151,54.68132006,-72.60413705
72,152,54.89898761,-70.55113465
72,153,55.09761382,-68.4640053
72,154,55.27681087,-66.34100192
72,155,55.436238,-64.18015106
72,156,55.57560781,-61.97921469
72,157,55.69469466,-59.73564372
72,158,55.79334578,-57.44652142
72,159,55.87149575,-55.10849352
72,160,55.92918579,-52.71768116
72,161,55.96658926,-50.26957117
72,162,55.98404596,-47.75887589
72,163,55.98210855,-45.17935173
72,164,55.96160641,-42.52356029
72,165,55.92373478,-39.7825483
72,166,55.87018171,-36.9454098
72,167,55.80331278,-33.99867261
72,168,55.7264475,-30.92541439
72,169,55.64428609,-27.70394603
72,170,55.56359492,-24.30577055
72,171,55.49436199,-20.69225929
72,172,55.45186843,-16.80889135
72,173,55.46071481,-12.57442332
72,174,55.56356717,-7.858122459
72,175,55.8435494,-2.42334943
72,176,56.49975965,4.256477052
72,177,58.32881029,14.12805251
73,106,59.25424125,-146.346002
73,107,52.94257497,-144.5447426
73,108,50.12226676,-142.9850249
73,109,48.36544273,-141.5145241
73,110,47.17870628,-140.0942473
73,111,46.35714282,-138.7052912
73,112,45.79219751,-137.3363194
73,113,45.41813633,-135.9797166
73,114,45.19157279,-134.6299905
73,115,45.08207878,-133.282982
73,116,45.06732533,-131.9354287
73,117,45.13033893,-130.5847009
73,118,45.25784665,-129.2286339
73,119,45.43922455,-127.8654148
73,120,45.66580093,-126.4935031
73,121,45.93037825,-125.1115738
73,122,46.22689545,-123.7184751
73,123,46.55018334,-122.313196
73,124,46.89578363,-120.8948411
73,125,47.25981247,-119.4626107
73,126,47.63885588,-118.015785
73,127,48.02988833,-116.5537106
73,128,48.43020868,-115.0757898
73,129,48.83738901,-113.5814709
73,130,49.24923347,-112.0702404
73,131,49.66374474,-110.5416161
73,132,50.07909653,-108.9951405
73,133,50.49361082,-107.4303751
73,134,50.90573893,-105.8468956
73,135,51.31404559,-104.2442863
73,136,51.71719556,-102.6221361
73,137,52.11394222,-100.9800334
73,138,52.50311793,-99.3175616
73,139,52.88362572,-97.63429483
73,140,53.25443215,-95.92979293
73,141,53.61456127,-94.20359672
73,142,53.96308928,-92.45522284
73,143,54.29914008,-90.68415824
73,144,54.62188133,-88.88985428
73,145,54.9305212,-87.07172021
73,146,55.22430555,-85.2291161
73,147,55.50251565,-83.36134485
73,148,55.76446634,-81.46764332
73,149,56.0095046,-79.54717231
73,150,56.23700866,-77.59900508
73,151,56.4463875,-75.6221143
73,152,56.63708093,-73.61535692
73,153,56.80856017,-71.57745662
73,154,56.96032926,-69.50698332
73,155,57.09192708,-67.402329
73,156,57.20293049,-65.26167904
73,157,57.29295867,-63.08297804
73,158,57.36167892,-60.86388848
73,159,57.40881461,-58.60174074
73,160,57.4341556,-56.29347159
73,161,57.43757218,-53.93554816
73,162,57.41903373,-51.5238728
73,163,57.37863364,-49.05366239
73,164,57.3166232,-46.51929362
73,165,57.23345796,-43.91410125
73,166,57.12986212,-41.23011093
73,167,57.00691947,-38.45767836
73,168,56.86620453,-35.58499153
73,169,56.70997585,-32.59736602
73,170,56.54146958,-29.47621778
73,171,56.36536049,-26.19751138
73,172,56.18851716,-22.72931289
73,173,56.02130576,-19.02771874
73,174,55.87999823,-15.02960357
73,175,55.79163933,-10.63847359
73,176,55.80521459,-5.693122248
73,177,56.02278221,0.116748176
73,178,56.7229302,7.573246482
73,179,60.1254355,22.31344446
74,108,60.08307171,-145.2714191
74,109,55.77926818,-143.7253406
74,110,53.41301824,-142.2727541
74,111,51.86433553,-140.867454
74,112,50.79208845,-139.4904562
74,113,50.0377023,-138.1309202
74,114,49.51211352,-136.7817044
74,115,49.15937934,-135.4377025
74,116,48.94162755,-134.0950624
74,117,48.83179547,-132.7507673
74,118,48.80973449,-131.4023867
74,119,48.85995059,-130.0479202
74,120,48.97021241,-128.6856924
74,121,49.13065174,-127.3142795
74,122,49.33315909,-125.9324572
74,123,49.57096414,-124.5391614
74,124,49.83833634,-123.1334586
74,125,50.13036629,-121.7145225
74,126,50.44280263,-120.2816161
74,127,50.77192834,-118.8340765
74,128,51.1144653,-117.3713029
74,129,51.46749967,-115.8927464
74,130,51.82842282,-114.3979013
74,131,52.19488401,-112.8862976
74,132,52.56475206,-111.3574947
74,133,52.93608415,-109.8110751
74,134,53.30710001,-108.2466395
74,135,53.67616057,-106.6638017
74,136,54.0417501,-105.0621838
74,137,54.40246114,-103.4414124
74,138,54.75698181,-101.8011135
74,139,55.10408495,-100.1409091
74,140,55.4426189,-98.46041195
74,141,55.77149951,-96.75922205
74,142,56.08970333,-95.03692153
74,143,56.39626166,-93.29307004
74,144,56.69025545,-91.52719963
74,145,56.97081087,-89.73880918
74,146,57.2370955,-87.92735844
74,147,57.488315,-86.09226139
74,148,57.72371032,-84.23287887
74,149,57.94255538,-82.34851043
74,150,58.14415507,-80.43838504
74,151,58.32784374,-78.50165062
74,152,58.49298414,-76.53736201
74,153,58.63896669,-74.54446722
74,154,58.76520933,-72.52179146
74,155,58.87115787,-70.46801848
74,156,58.95628694,-68.3816688
74,157,59.02010174,-66.26107391
74,158,59.06214071,-64.10434553
74,159,59.08197929,-61.90933886
74,160,59.07923528,-59.6736081
74,161,59.05357602,-57.39435215
74,162,59.0047282,-55.06834791
74,163,58.93249101,-52.69186718
74,164,58.83675395,-50.26057231
74,165,58.71752108,-47.76938318
74,166,58.57494413,-45.21230557
74,167,58.40936855,-42.58220609
74,168,58.22139814,-39.87051187
74,169,58.01198757,-37.06680174
74,170,57.78257748,-34.15823686
74,171,57.53529681,-31.12874606
74,172,57.27327497,-27.95782268
74,173,57.00114152,-24.61867893
74,174,56.72586295,-21.07527948
74,175,56.45822662,-17.27728701
74,176,56.21567627,-13.15077297
74,177,56.02830898,-8.579306165
74,178,55.95356558,-3.359334024
74,179,56.12182551,2.93317541
74,180,56.9655522,11.58641518
75,110,62.10532208,-144.2644533
75,111,58.772261,-142.8573944
75,112,56.74300574,-141.4828009
75,113,55.36439681,-140.1283471
75,114,54.38951423,-138.7860388
75,115,53.6931575,-137.4502825
75,116,53.20145671,-136.1169294
75,117,52.86649197,-134.782771
75,118,52.65506956,-133.4452485
75,119,52.54305702,-132.102273
75,120,52.51224296,-130.7521074
75,121,52.54846943,-129.3932848
75,122,52.64045854,-128.0245513
75,123,52.77904186,-126.6448233
75,124,52.95663572,-125.2531554
75,125,53.16687285,-123.848716
75,126,53.40433703,-122.4307677
75,127,53.6643676,-120.9986516
75,128,53.94291267,-119.5517748
75,129,54.23641695,-118.0895995
75,130,54.54173479,-116.6116346
75,131,54.85606179,-115.1174275
75,132,55.1768804,-113.6065581
75,133,55.50191616,-112.0786322
75,134,55.82910217,-110.5332769
75,135,56.15654989,-108.9701354
75,136,56.48252512,-107.3888629
75,137,56.80542786,-105.7891218
75,138,57.12377553,-104.1705782
75,139,57.43618875,-102.5328977
75,140,57.74137924,-100.8757415
75,141,58.03813953,-99.19876249
75,142,58.32533414,-97.50160098
75,143,58.6018919,-95.78388068
75,144,58.8667994,-94.04520413
75,145,59.11909522,-92.28514797
75,146,59.35786496,-90.50325783
75,147,59.5822369,-88.69904272
75,148,59.79137817,-86.87196893
75,149,59.98449154,-85.02145324
75,150,60.16081247,-83.14685532
75,151,60.31960675,-81.24746924
75,152,60.46016842,-79.3225138
75,153,60.58181808,-77.37112156
75,154,60.68390164,-75.39232621
75,155,60.76578934,-73.38504801
75,156,60.82687537,-71.34807688
75,157,60.86657783,-69.28005265
75,158,60.88433934,-67.17944175
75,159,60.87962834,-65.04450961
75,160,60.8519412,-62.87328775
75,161,60.80080544,-60.6635341
75,162,60.7257844,-58.41268493
75,163,60.62648365,-56.11779596
75,164,60.5025599,-53.77546956
75,165,60.35373327,-51.38176387
75,166,60.17980404,-48.93207786
75,167,59.98067579,-46.42100426
75,168,59.75638759,-43.84213847
75,169,59.50715923,-41.18782635
75,170,59.23345564,-38.4488251
75,171,58.93608054,-35.61383761
75,172,58.61631521,-32.66885723
75,173,58.27612983,-29.59621924
75,174,57.91851567,-26.37318013
75,175,57.54802807,-22.9697008
75,176,57.17171869,-19.34480767
75,177,56.80083979,-15.44022326
75,178,56.45423015,-11.16823493
75,179,56.16586699,-6.385730647
75,180,56.00489806,-0.828072609
75,181,56.14722679,6.117649143
75,182,57.42017546,17.05693811
76,111,69.96601777,-144.5282401
76,112,64.59003184,-143.2437306
76,113,61.86648956,-141.9271829
76,114,60.09754995,-140.6107826
76,115,58.85958231,-139.2961088
76,116,57.96760649,-137.9814599
76,117,57.32108249,-136.6647106
76,118,56.85814024,-135.3438608
76,119,56.5374805,-134.0171422
76,120,56.32989367,-132.6830164
76,121,56.21380286,-131.3401492
76,122,56.17271823,-129.9873797
76,123,56.19368758,-128.6236935
76,124,56.26630453,-127.2481995
76,125,56.38204738,-125.8601105
76,126,56.53382303,-124.4587271
76,127,56.71564345,-123.0434245
76,128,56.92239034,-121.6136411
76,129,57.14964047,-120.1688691
76,130,57.39353346,-118.7086467
76,131,57.65067024,-117.2325506
76,132,57.91803375,-115.74019
76,133,58.19292634,-114.2312015
76,134,58.47291971,-112.7052438
76,135,58.75581447,-111.1619932
76,136,59.03960715,-109.6011399
76,137,59.32246305,-108.0223836
76,138,59.60269373,-106.4254301
76,139,59.87873816,-104.8099874
76,140,60.14914687,-103.1757626
76,141,60.41256856,-101.5224578
76,142,60.6677386,-99.84976672
76,143,60.91346926,-98.15737114
76,144,61.14864122,-96.44493666
76,145,61.37219627,-94.71210883
76,146,61.58313093,-92.95850868
76,147,61.78049091,-91.18372798
76,148,61.96336618,-89.38732411
76,149,62.13088675,-87.56881436
76,150,62.28221888,-85.72766971
76,151,62.41656176,-83.8633078
76,152,62.53314463,-81.97508512
76,153,62.63122421,-80.0622881
76,154,62.71008255,-78.12412303
76,155,62.76902514,-76.15970457
76,156,62.80737942,-74.16804238
76,157,62.8244936,-72.14802577
76,158,62.81973586,-70.09840574
76,159,62.79249401,-68.01777391
76,160,62.74217562,-65.90453766
76,161,62.6682088,-63.75689055
76,162,62.57004371,-61.57277685
76,163,62.44715513,-59.34984877
76,164,62.29904623,-57.08541434
76,165,62.12525415,-54.77637327
76,166,61.92535782,-52.41913751
76,167,61.69898901,-50.0095313
76,168,61.4458478,-47.54266442
76,169,61.16572431,-45.0127688
76,170,60.85852937,-42.41298509
76,171,60.52433847,-39.7350787
76,172,60.16345537,-36.96905508
76,173,59.77650605,-34.10262626
76,174,59.36458049,-31.12045216
76,175,58.92945277,-28.00302787
76,176,58.47393412,-24.72499141
76,177,58.00246412,-21.25243291
76,178,57.52215461,-17.53837261
76,179,57.04476537,-13.51460098
76,180,56.59081051,-9.075484237
76,181,56.19931415,-4.041184021
76,182,55.9563856,1.945380914
76,183,56.11954121,9.846598854
77,113,71.2195809,-143.379413
77,114,67.32511558,-142.1795868
77,115,65.02761019,-140.9260881
77,116,63.46522417,-139.6536729
77,117,62.344503,-138.3700881
77,118,61.52306593,-137.077314
77,119,60.91899077,-135.7755383
77,120,60.47999687,-134.4643109
77,121,60.17028546,-133.1429578
77,122,59.9640526,-131.8107468
77,123,59.84195442,-130.4669564
77,124,59.78903202,-129.1109052
77,125,59.79342097,-127.7419618
77,126,59.84551082,-126.3595469
77,127,59.93737662,-124.9631315
77,128,60.06238211,-123.5522326
77,129,60.21489524,-122.1264091
77,130,60.39007943,-120.685257
77,131,60.58373737,-119.2284048
77,132,60.79219205,-117.7555095
77,133,61.01219474,-116.2662521
77,134,61.24085276,-114.7603342
77,135,61.47557218,-113.2374739
77,136,61.7140118,-111.6974031
77,137,61.95404576,-110.1398632
77,138,62.19373295,-108.5646029
77,139,62.43129174,-106.9713744
77,140,62.66507893,-105.3599308
77,141,62.89357207,-103.7300225
77,142,63.1153546,-102.0813945
77,143,63.32910307,-100.413783
77,144,63.53357638,-98.72691208
77,145,63.72760634,-97.02048994
77,146,63.91008966,-95.29420551
77,147,64.07998087,-93.54772419
77,148,64.23628618,-91.7806836
77,149,64.37805803,-89.9926888
77,150,64.5043904,-88.18330709
77,151,64.61441447,-86.35206222
77,152,64.70729495,-84.49842795
77,153,64.7822267,-82.62182087
77,154,64.83843173,-80.72159218
77,155,64.87515658,-78.7970185
77,156,64.89166993,-76.84729123
77,157,64.88726058,-74.87150448
77,158,64.86123565,-72.86864094
77,159,64.81291908,-70.83755564
77,160,64.74165052,-68.7769568
77,161,64.64678451,-66.68538341
77,162,64.52769008,-64.56117857
77,163,64.38375097,-62.40245771
77,164,64.21436642,-60.20707041
77,165,64.0189529,-57.97255407
77,166,63.79694695,-55.69607729
77,167,63.54780961,-53.37436994
77,168,63.27103299,-51.00363605
77,169,62.96614984,-48.57944379
77,170,62.63274727,-46.09658502
77,171,62.27048663,-43.54889331
77,172,61.87913216,-40.92900441
77,173,61.45859281,-38.22803538
77,174,61.00898416,-35.43514563
77,175,60.53072161,-32.53692248
77,176,60.02466398,-29.51649661
77,177,59.49234132,-26.35222662
77,178,58.93632921,-23.01566428
77,179,58.36089275,-19.46825118
77,180,57.7731607,-15.65561877
77,181,57.18543822,-11.49693997
77,182,56.62027437,-6.862758148
77,183,56.1234555,-1.520894369
77,184,55.80725049,5.034897617
77,185,56.10656616,14.54674029
78,114,80.29107423,-143.0617046
78,115,73.3009654,-142.2013911
78,116,70.21343727,-141.056555
78,117,68.23219551,-139.8484093
78,118,66.83677057,-138.6094029
78,119,65.81427471,-137.3499916
78,120,65.05267425,-136.0743189
78,121,64.48436331,-134.7841193
78,122,64.06480634,-133.4800623
78,123,63.76280358,-132.1623065
78,124,63.55547342,-130.830756
78,125,63.42542733,-129.4851874
78,126,63.35906906,-128.1253174
78,127,63.34551568,-126.7508387
78,128,63.37588313,-125.3614399
78,129,63.44279659,-123.9568165
78,130,63.54004458,-122.5366757
78,131,63.66232862,-121.1007394
78,132,63.80507792,-119.6487446
78,133,63.96430968,-118.1804425
78,134,64.13652196,-116.6955978
78,135,64.31861031,-115.1939865
78,136,64.507802,-113.6753946
78,137,64.70160357,-112.1396155
78,138,64.89775847,-110.5864479
78,139,65.09421258,-109.0156939
78,140,65.28908585,-107.4271561
78,141,65.48064871,-105.8206357
78,142,65.66730247,-104.1959293
78,143,65.84756274,-102.5528268
78,144,66.02004535,-100.8911087
78,145,66.18345439,-99.2105425
78,146,66.33657191,-97.51088014
78,147,66.47824898,-95.79185445
78,148,66.607398,-94.05317548
78,149,66.72298586,-92.29452661
78,150,66.82402801,-90.51556017
78,151,66.90958319,-88.71589267
78,152,66.97874871,-86.8950995
78,153,67.0306563,-85.05270901
78,154,67.06446826,-83.18819589
78,155,67.07937413,-81.30097368
78,156,67.07458756,-79.39038624
78,157,67.04934354,-77.45569813
78,158,67.00289582,-75.49608342
78,159,66.93451465,-73.51061295
78,160,66.84348467,-71.49823941
78,161,66.72910308,-69.45778007
78,162,66.5906781,-67.38789639
78,163,66.42752757,-65.28707004
78,164,66.2389781,-63.15357431
78,165,66.02436444,-60.98543993
78,166,65.78302954,-58.78041379
78,167,65.51432527,-56.5359087
78,168,65.21761412,-54.24894177
78,169,64.89227231,-51.91605796
78,170,64.53769476,-49.53323423
78,171,64.15330279,-47.09575817
78,172,63.73855576,-44.5980718
78,173,63.29296836,-42.03356817
78,174,62.81613649,-39.39432148
78,175,62.30777606,-36.67072263
78,176,61.76778183,-33.85097606
78,177,61.1963183,-30.92038747
78,178,60.59396324,-27.86032536
78,179,59.96194121,-24.64665292
78,180,59.30251821,-21.24725682
78,181,58.61970212,-17.61794128
78,182,57.920568,-13.6951294
78,183,57.21799255,-9.381674175
78,184,56.53703282,-4.515597281
78,185,55.93289794,1.213225848
78,186,55.5620743,8.574817917
78,187,56.53003287,22.25630802
79,116,80.28442898,-141.899119
79,117,75.76100373,-140.9726272
79,118,73.20051705,-139.8653405
79,119,71.46317868,-138.690281
79,120,70.20444525,-137.4766102
79,121,69.26441525,-136.2358221
79,122,68.55329761,-134.9733102
79,123,68.01467197,-133.6918393
79,124,67.61031899,-132.3928865
79,125,67.31290758,-131.0772433
79,126,67.10207324,-129.7453157
79,127,66.96214345,-128.3972849
79,128,66.88073632,-127.0331982
79,129,66.84785477,-125.6530221
79,130,66.85527763,-124.2566752
79,131,66.89613679,-122.844048
79,132,66.96461534,-121.4150149
79,133,67.05572691,-119.9694422
79,134,67.16515107,-118.5071928
79,135,67.28910827,-117.0281283
79,136,67.42426337,-115.532111
79,137,67.56765003,-114.0190032
79,138,67.71661089,-112.488668
79,139,67.86874948,-110.9409678
79,140,68.02189133,-109.3757631
79,141,68.17405208,-107.7929115
79,142,68.32341117,-106.1922659
79,143,68.46828996,-104.5736723
79,144,68.60713336,-102.9369682
79,145,68.73849424,-101.28198
79,146,68.86102025,-99.6085205
79,147,68.97344247,-97.91638653
